Date Created,Tweets
2021-10-06 20:50:02+00:00,"Our Bipartisan Infrastructure Deal and Build Back Better Agenda are not about left versus right—they’re about competitiveness versus complacency.
https://t.co/H54nLNbzqL"
2021-10-06 18:30:03+00:00,"Republicans forcing us to default on the debt would lead to a self-inflicted wound that would take our economy over a cliff.
https://t.co/x0anA9Gjk7"
2021-10-05 19:21:36+00:00,"My message to Republicans: If you don't want to help save the country, get out of the way. https://t.co/5Um4dL0XO8"
2021-10-05 15:57:26+00:00,Republicans won't vote to raise the debt limit to cover their own policies under the previous administration. It’s reckless and dangerous. https://t.co/qXu0jlcQbf
2021-09-30 00:06:02+00:00,"We have a path to usher in a new era of economic growth that benefits everybody, not just those at the top, with the Build Back Better Agenda and Bipartisan Infrastructure Deal."
2021-09-29 21:49:00+00:00,"The Bipartisan Infrastructure Deal and the Build Back Better Agenda will create good-paying jobs and lower costs for families. 

Together they will grow the economy for everybody."
2021-09-29 18:48:22+00:00,"This is the moment to make sure all of us—not just the wealthy few at the top—are dealt in and share the benefits of a growing economy. This is our opportunity to not just build back, but build back better for all Americans."
2021-09-28 22:50:01+00:00,"Our Build Back Better Agenda will strengthen our economy by lowering taxes on the working and middle class, and reducing the cost of child care, housing, and higher education.

We will grow our economy from the bottom up and the middle out."
2021-09-28 21:32:00+00:00,"As my friend, American hero Representative John Lewis, reminded us shortly before he passed, 'Democracy is not a state. It is an act.’ This National Voter Registration Day, and every day, we are committed to defending, strengthening, and expanding the sacred right to vote."
2021-09-28 18:27:07+00:00,"Last year, 55 of the largest corporations paid zero dollars in federal income taxes on over $40 billion of profits.

It’s time for big corporations to finally pay their fair share."
2021-09-28 16:57:13+00:00,"We have the power to build the country we hope to leave to our children and grandchildren—and it starts at the ballot box.

On this National Voter Registration Day, check that your voter registration status is up to date at https://t.co/Hy8C4n0lUk."
2021-09-27 22:28:23+00:00,"Today I got my COVID-19 booster shot—and just like my first and second dose, it was safe and easy. 

Get vaccinated. Together, can we save lives and beat this virus. https://t.co/gtNAQqmOoj"
2021-09-27 21:24:00+00:00,The wealthy don’t need another tax cut. Our Build Back Better agenda will create an economy that works for those who built America: the middle class.
2021-09-27 20:07:00+00:00,We need to reward work in this country—not just wealth.
2021-09-27 16:08:43+00:00,"Join @DrBiden and @TheDemocrats for a virtual town hall tonight to discuss our Build Back Better Agenda, upcoming elections, and what Democrats need to do to win in 2022. RSVP now→
https://t.co/AotPstgKgL"
2021-09-26 23:39:00+00:00,"Over 182 million Americans have already done the right thing and are fully vaccinated as of today.  

To the other 70 million eligible Americans who have yet to get their first shot: get vaccinated. It can save your life. https://t.co/V5pz14zBQP"
2021-09-26 20:13:00+00:00,"Millionaires and billionaires are paying a lower tax rate than teachers and firefighters. We’re going to restore fairness to the tax code, give working people a much-needed tax cut, and make the investments that will grow our economy for years to come."
2021-09-26 17:49:02+00:00,"Our Build Back Better Agenda will cut taxes for the middle class, lower costs for working families, create more jobs, and sustain economic growth for years to come. 

And the most important part? No one making under $400,000 will pay a penny more in taxes."
2021-09-26 15:18:00+00:00,"If you don’t qualify for the booster, or you got the Moderna and Johnson &amp; Johnson vaccines: if you’re fully vaccinated, you’re highly protected from severe illness even if you get COVID-19. https://t.co/1FbMCy9san"
2021-09-26 01:35:00+00:00,"Climate change is all around us. From hurricanes and unprecedented flooding to historic wildfires, we’ve seen its effects firsthand all summer. 

We have a chance to stop climate change’s worst effects, but we have to act right now. We must pass our Build Back Better Agenda."
2021-09-25 22:55:00+00:00,"We’ve made so much progress during the past eight months of this pandemic, and now we face a critical moment. We have the tools and we have the plan—we just have to finish the job together as one nation. 

Please, get vaccinated."
2021-09-25 21:06:01+00:00,"While typical working Americans pay their taxes, the top 1% evade an estimated $160 billion in taxes each year.
 
It’s wrong—and it’s past time the ultra-wealthy and corporations paid their fair share."
2021-09-25 19:35:06+00:00,The majority of Americans who were fully vaccinated with the Pfizer vaccine are now eligible to receive a booster shot six months after they've received their second shot. https://t.co/6vVAhppz8u
2021-09-25 16:35:01+00:00,"For too long, our economy has worked great for those at the top, while the hardworking people who built this country have been cut out of the deal. Our Build Back Better Agenda will deal working people back in."
2021-09-24 23:18:00+00:00,"Folks, we’re facing an urgent choice: do we keep an economy that serves the wealthiest and biggest corporations—or finally give middle class families a fair shot?

Our Build Back Better agenda is our moment to prove to the American people that their government works for them."
2021-09-23 19:40:02+00:00,The Bipartisan Infrastructure Deal is a blue-collar blueprint to rebuild America that will help make our historic economic recovery a historic long-term boom.
2021-09-23 15:55:08+00:00,"Our Build Back Better Agenda will bring down the everyday costs that have for years been taking a bigger and bigger bite out of middle-class families’ incomes: health care, prescription drug costs, child care, education, housing, or caring for an elderly relative or loved one."
2021-09-22 14:25:00+00:00,"We stand at an inflection point in history. The United States intends to work with partners and allies to answer these questions and help lead the world toward a more peaceful, prosperous future for all people. https://t.co/3JYwybRezw"
2021-09-22 01:02:00+00:00,"As we pursue diplomacy across the board, the U.S. will champion the democratic values that go to the very heart of who we are as a nation and a people—freedom, equality, opportunity, and a belief in the universal rights of all people. 

It's stamped into our DNA as a nation."
2021-09-21 23:12:00+00:00,"For the first time in 20 years, the United States is not at war. We’ve turned the page.

All the unmatched strength, energy, commitment, will, and resources of our nation are now fully and squarely focused on what’s ahead of us, not what was behind. https://t.co/4n3HlIiUlY"
2021-09-21 21:33:01+00:00,"As we recover from this crisis, we must put in place a long-term plan to increase opportunities with better jobs and higher wages; a plan that will lower the everyday costs that strain our budgets and our nation’s families.

Our Build Back Better Agenda will get it done."
2021-09-21 18:08:04+00:00,"The evidence is clear: climate change poses an existential threat. If we don't stay below 1.5°C of global temperature rise, we're in deep trouble.  

We need to build back better by investing in clean energy, cutting emissions, and fighting climate change head on."
2021-09-21 01:09:00+00:00,"This summer alone, over 100 million Americans and the communities they call home have been affected by extreme weather.  

We can’t just rebuild, we have to build back better. We have to invest in climate resilience to protect our communities and work to cut carbon emissions."
